2025-01-02 13:35:53,542 - INFO -  mispelled: ['éco'] in Sous-filières, matériaux et produits liés à l'éco-construction.
2025-01-02 13:35:56,158 - INFO -  mispelled: ['MEASA', 'GITEX'] in Entreprises et startups wallonnes présentes au GITEX du 17 octobre au 21 octobre 2021 à Dubaï. GITEX est le plus grand salon technologique de la région MEASA (Moyen-Orient, Afrique du Nord et Asie du Sud).
2025-01-02 13:35:56,183 - INFO -  mispelled: ['MEASA', 'GITEX'] in Entreprises et startups wallonnes présentes au GITEX du 10 au 14 octobre 2022 à Dubaï. GITEX est le plus grand salon technologique de la région MEASA (Moyen-Orient, Afrique du Nord et Asie du Sud).
2025-01-02 13:35:56,199 - INFO -  mispelled: ['MEASA', 'GITEX'] in Entreprises et startups wallonnes présentes au GITEX à Dubaï du 16 au 20 octobre 2023. GITEX est le plus grand salon technologique de la région MEASA (Moyen-Orient, Afrique du Nord et Asie du Sud).
2025-01-02 13:35:56,213 - INFO -  mispelled: ['MEASA', 'GITEX'] in Entreprises et startups wallonnes présentes au GITEX à Dubaï du 14 au 18 octobre 2024. GITEX est le plus grand salon technologique de la région MEASA (Moyen-Orient, Afrique du Nord et Asie du Sud).
2025-01-02 13:35:56,229 - INFO -  mispelled: ['́', '̀'] in Entreprises wallonnes présentes à l'Hannover Messe du 24 au 25 avril 2018 à Hanovre. L'Hannover Messe est le salon international des technologies industrielles.
2025-01-02 13:35:56,246 - INFO -  mispelled: ['́', '̀'] in Entreprises wallonnes présentes à l'Hannover Messe du 1 au 5 avril 2019 à Hanovre. L'Hannover Messe est le salon international des technologies industrielles.
2025-01-02 13:35:56,246 - INFO -  mispelled: ['́', '̀'] in Entreprises wallonnes présentes à l'Hannover Messe du 20 au 24 avril 2020 à Hanovre. L'Hannover Messe est le salon international des technologies industrielles.
2025-01-02 13:35:56,261 - INFO -  mispelled: ['́', '̀'] in Entreprises wallonnes présentes à l'Hannover Messe du 30 mai au 2 juin à Hanovre. L'Hannover Messe est le salon international des technologies industrielles.
2025-01-02 13:35:56,285 - INFO -  mispelled: ['́', '̀'] in Entreprises wallonnes présentes à l'Hannover Messe du 17 au 21 avril 2023 à Hanovre. L'Hannover Messe est le salon international des technologies industrielles.
2025-01-02 13:35:56,285 - INFO -  mispelled: ['́', '̀'] in Entreprises wallonnes présentes à l'Hannover Messe du 22 au 26 avril 2024 à Hanovre. L'Hannover Messe est le salon international des technologies industrielles.
2025-01-02 13:35:56,302 - INFO -  mispelled: ['IBC'] in Entreprises et startups wallonnes présentes au IBC (International Broadcasting Convention) du 09 septembre au 12 septembre 2022 à Amsterdam. La convention internationale de radiodiffusion IBC est une foire pour les diffuseurs , les créateurs de contenu / fournisseurs , fabricants d'équipements, des associations professionnelles et techniques, et d' autres participants de l'industrie de la radiodiffusion.
2025-01-02 13:35:56,331 - INFO -  mispelled: ['IBC'] in Entreprises et startups wallonnes présentes au IBC (International Broadcasting Convention) du 15 septembre au 18 septembre 2023 à Amsterdam. La convention internationale de radiodiffusion IBC est une foire pour les diffuseurs , les créateurs de contenu / fournisseurs , fabricants d'équipements, des associations professionnelles et techniques, et d'autres participants de l'industrie de la radiodiffusion.
2025-01-02 13:35:56,343 - INFO -  mispelled: ['IBC'] in Entreprises et startups wallonnes présentes au IBC (International Broadcasting Convention) du 13 au 16 septembre 2024 à Amsterdam. La convention internationale de radiodiffusion IBC est une foire pour les diffuseurs , les créateurs de contenu / fournisseurs , fabricants d'équipements, des associations professionnelles et techniques, et d'autres participants de l'industrie de la radiodiffusion.
2025-01-02 13:35:56,399 - INFO -  mispelled: ['IOTSWC'] in Entreprises wallonnes présentes à l’IOT Solutions World Congress (IOTSWC) à Barcelone du 10 mai au 12 mai 2022. L’Integrated Systems Europe s'est associé à IOT Solutions World Congress, le plus grand événement international consacré à la transformation de l'industrie grâce aux technologies disruptives. L’évènement IOTSWC réunit des experts et des sociétés de premier plan travaillant sur l'intelligence artificielle, les jumeaux numériques, l'Internet des objets et l'informatique quantique.
2025-01-02 13:35:56,428 - INFO -  mispelled: ['IOTSWC'] in Entreprises wallonnes présentes à l’IOT Solutions World Congress (IOTSWC) à Barcelone du 31 janvier au 2 février 2023. L’Integrated Systems Europe s'est associé à IOT Solutions World Congress, le plus grand événement international consacré à la transformation de l'industrie grâce aux technologies disruptives. L’évènement IOTSWC réunit des experts et des sociétés de premier plan travaillant sur l'intelligence artificielle, les jumeaux numériques, l'Internet des objets et l'informatique quantique.
2025-01-02 13:35:56,483 - INFO -  mispelled: ['KIKK'] in Entreprises wallonnes présentes au KIKK du 5 au 7 novembre 2015 à Namur.  Le KIKK est un festival international des cultures numériques et créatives.
2025-01-02 13:35:56,483 - INFO -  mispelled: ['KIKK'] in Entreprises wallonnes présentes au KIKK du 3 au 5 novembre 2016 à Namur.  Le KIKK est un festival international des cultures numériques et créatives.
2025-01-02 13:35:56,499 - INFO -  mispelled: ['KIKK'] in Entreprises wallonnes présentes au KIKK du 2 au 4 novembre 2017 à Namur.  Le KIKK est un festival international des cultures numériques et créatives.
2025-01-02 13:35:56,515 - INFO -  mispelled: ['KIKK'] in Entreprises wallonnes présentes au KIKK du 31 octobre au 3 novembre 2019 à Namur, articles de presse et publications. Le KIKK est un festival international des cultures numériques et créatives.
2025-01-02 13:35:56,516 - INFO -  mispelled: ['KIKK'] in Entreprises wallonnes présentes au Creative village du KIKK 2021 à Namur. Le KIKK est un festival international des cultures numériques et créatives.
2025-01-02 13:35:56,539 - INFO -  mispelled: ['KIKK'] in Entreprises wallonnes présentes au Creative village du KIKK 2022 à Namur. Le KIKK est un festival international des cultures numériques et créatives.
2025-01-02 13:35:56,544 - INFO -  mispelled: ['KIKK'] in Entreprises wallonnes présentes au Creative village du KIKK 2023 à Namur. Le KIKK est un festival international des cultures numériques et créatives.
2025-01-02 13:35:56,555 - INFO -  mispelled: ['KIKK'] in Entreprises wallonnes présentes au Creative village du KIKK 2024 à Namur. Le KIKK est un festival international des cultures numériques et créatives.
2025-01-02 13:35:56,576 - INFO -  mispelled: ['Medica'] in Entreprises et startups wallonnes présentes au Medica du 18 novembre au 21 novembre 2019 à Düsseldorf. Medica est un salon international pour l'équipement médical et hospitalier.
2025-01-02 13:35:56,588 - INFO -  mispelled: ['AWEX'] in Entreprises et startups wallonnes présentes à la mission AWEX "Industrie 4.0 et efficacité énergétique" du 3 au 5 juin 2024 à Varsovie.
2025-01-02 13:35:56,605 - INFO -  mispelled: ['AWEX'] in Acteurs wallons (entreprises, universités et acteurs publics) présents aux missions organisées par l'AWEX en faveur du secteur du numérique, thème d'action prioritaire pour 2016.
2025-01-02 13:35:56,610 - INFO -  mispelled: ['AWEX'] in Acteurs wallons (entreprises, universités ou acteurs publics) présents aux missions organisées en 2017, par l'AWEX et ses partenaires, en faveur du secteur du numérique.
2025-01-02 13:35:56,610 - INFO -  mispelled: ['AWEX'] in Acteurs wallons (entreprises, universités ou acteurs publics) présents aux missions organisées en 2018, par l'AWEX et ses partenaires, en faveur du secteur du numérique.
2025-01-02 13:35:56,626 - INFO -  mispelled: ['AWEX'] in Acteurs wallons (entreprises, universités ou acteurs publics) présents aux missions organisées en 2019, par l'AWEX et ses partenaires, en faveur du secteur du numérique.
2025-01-02 13:35:56,637 - INFO -  mispelled: ['AWEX'] in Acteurs wallons (entreprises, universités ou acteurs publics) présents aux missions organisées en 2020, par l'AWEX et ses partenaires, en faveur du secteur du numérique.
2025-01-02 13:35:56,644 - INFO -  mispelled: ['AWEX'] in Acteurs wallons (entreprises, universités ou acteurs publics) présents aux missions organisées en 2021, par l'AWEX et ses partenaires, en faveur du secteur du numérique.
2025-01-02 13:35:56,652 - INFO -  mispelled: ['AWEX'] in Acteurs wallons (entreprises, universités ou acteurs publics) présents aux missions organisées en 2022, par l'AWEX et ses partenaires, en faveur du secteur du numérique.
2025-01-02 13:35:56,657 - INFO -  mispelled: ['AWEX'] in Acteurs wallons (entreprises, universités ou acteurs publics) présents aux missions organisées en 2023, par l'AWEX et ses partenaires, en faveur du secteur du numérique.
2025-01-02 13:35:56,665 - INFO -  mispelled: ['AWEX'] in Acteurs wallons (entreprises, universités ou acteurs publics) présents aux missions organisées en 2024, par l'AWEX et ses partenaires, en faveur du secteur du numérique.
2025-01-02 13:35:56,674 - INFO -  mispelled: ['AWEX'] in Acteurs wallons (entreprises, universités ou acteurs publics) présents aux missions organisées en 2025, par l'AWEX et ses partenaires, en faveur du secteur du numérique.
2025-01-02 13:35:56,682 - INFO -  mispelled: ['WBI'] in Acteurs wallons (entreprises, universités ou acteurs publics) présents aux missions organisées par WBI et ses partenaires.
2025-01-02 13:35:56,697 - INFO -  mispelled: ['MTL'] in Acteurs wallons présents à l’édition du MTL connecte : la Semaine Numérique qui s’est tenu du 13 octobre au 18 octobre 2020, sous une forme dématérialisée. Cet événement à portée internationale vise à aborder le champ numérique de façon transversale, à travers ses impacts économiques, sociaux, culturels et environnementaux dans divers secteurs d’activités.
2025-01-02 13:35:56,697 - INFO -  mispelled: ['MTL'] in Entreprises et startups wallonnes présentes au MTL connecte 2022 à Montréal. Cet évènement hybride est un des plus grands événements sur la transformation numérique.
2025-01-02 13:35:56,718 - INFO -  mispelled: ['MTL'] in Entreprises et startups wallonnes présentes au MTL connecte du 10 au 13 octobre 2023 à Montréal. Cet évènement hybride est un des plus grands événements sur la transformation numérique.
2025-01-02 13:35:56,753 - INFO -  mispelled: ['MTL'] in Entreprises et startups wallonnes présentes au MTL connecte du 14 au 19 octobre 2024 à Montréal. Cet évènement est un des plus grands événements sur la transformation numérique. Une mission digitale orientée Intelligence Artificielle (IA) et Industries Culturelles et Créatives (ICC) est organisée en parallèle du salon.
2025-01-02 13:35:56,769 - INFO -  mispelled: ['MWC'] in Entreprises wallonnes présentes au Mobile World Congress (MWC) du 26 février au 3 mars 2018 à Barcelone. Le salon MWC est dédié à l'industrie de la téléphonie mobile.
2025-01-02 13:35:56,777 - INFO -  mispelled: ['MWC'] in Entreprises wallonnes présentes au Mobile World Congress (MWC) du 25 février au 28 février 2019 à Barcelone. Le salon MWC est dédié à l’industrie de la téléphonie mobile.
2025-01-02 13:35:56,794 - INFO -  mispelled: ['MWC'] in Entreprises wallonnes présentes au Mobile World Congress (MWC) du 24 février au 27 février 2020 à Barcelone. Le salon MWC est dédié à l'industrie de la téléphonie mobile.
2025-01-02 13:35:56,809 - INFO -  mispelled: ['MWC'] in Entreprises wallonnes présentes au Mobile World Congress (MWC) du 28 juin au 1er juillet 2021 à Barcelone. Le salon MWC est dédié à l'industrie de la téléphonie mobile.
2025-01-02 13:35:56,809 - INFO -  mispelled: ['MWC'] in Entreprises wallonnes présentes au Mobile World Congress (MWC) du  28 février au 3 mars 2022 à Barcelone. Le salon MWC est dédié à l’industrie de la téléphonie mobile.
2025-01-02 13:35:56,824 - INFO -  mispelled: ['MWC'] in Entreprises wallonnes présentes au Mobile World Congress (MWC) du  27 février au 2 mars 2023 à Barcelone. Le salon MWC est dédié à l’industrie de la téléphonie mobile.
2025-01-02 13:35:56,845 - INFO -  mispelled: ['MWC'] in Entreprises wallonnes présentes au Mobile World Congress (MWC) du  26 au 29 février 2024 à Barcelone. Le salon MWC est dédié à l’industrie de la téléphonie mobile.
2025-01-02 13:35:56,856 - INFO -  mispelled: ['medias'] in Entreprises wallonnes présentes au National Association of Broadcasters (NAB) à Las Vegas du 07 au 12 avril 2018. Le NAB est le rendez-vous international des professionnels du secteur du divertissement et des medias.
2025-01-02 13:35:56,888 - INFO -  mispelled: ['medias'] in Entreprises wallonnes présentes au National Association of Broadcasters (NAB) à Las Vegas du 06 au 11 avril 2019. Le NAB est le rendez-vous international des professionnels du secteur du divertissement et des medias.
2025-01-02 13:35:56,904 - INFO -  mispelled: ['medias'] in Entreprises wallonnes présentes au National Association of Broadcasters (NAB) à Las Vegas du 18 au 22 avril 2020. Le NAB est le rendez-vous international des professionnels du secteur du divertissement et des medias.
2025-01-02 13:35:56,921 - INFO -  mispelled: ['medias'] in Entreprises wallonnes présentes au National Association of Broadcasters (NAB) à Las Vegas du 23 au 27 avril 2022. Le NAB est le rendez-vous international des professionnels du secteur du divertissement et des medias.
2025-01-02 13:35:56,976 - INFO -  mispelled: ['AWEX', 'MadeInWal', 'Infopôle', 'Walhub', 'MecaTech', 'AdN'] in Acteurs wallons participant au parcours Connexion Innovation dans le cadre du salon Global Industrie. Cette visite qui se déroule les 26 et 27 mars 2024 est organisée par le Pôle MecaTech et l'Infopôle Cluster Tic en collaboration avec l'AWEX, l'AdN, MadeInWal et Walhub.
2025-01-02 13:35:56,992 - INFO -  mispelled: ['SCEWC'] in Entreprises wallonnes présentes au Smart City Expo World Congress (SCEWC) du 13 au 15 novembre 2018 à Barcelone. Le salon SCEWC est dédié aux villes intelligentes.
2025-01-02 13:35:57,008 - INFO -  mispelled: ['SCEWC'] in Entreprises wallonnes présentes au Smart City Expo World Congress (SCEWC) du 19 au 21 novembre 2019 à Barcelone. Le salon SCEWC est dédié aux villes intelligentes.
2025-01-02 13:35:57,034 - INFO -  mispelled: ['SCEWC'] in Entreprises wallonnes présentes au Smart City Expo World Congress (SCEWC) du 16 au 18 novembre 2021 à Barcelone. Le salon SCEWC est dédié aux villes intelligentes.
2025-01-02 13:35:57,049 - INFO -  mispelled: ['SCEWC'] in Entreprises wallonnes présentes au Smart City Expo World Congress (SCEWC) du 15 au 17 novembre 2022 à Barcelone. Le salon SCEWC est dédié aux villes intelligentes.
2025-01-02 13:35:57,062 - INFO -  mispelled: ['SCEWC'] in Entreprises wallonnes présentes au Smart City Expo World Congress (SCEWC) du 07 au 09 novembre 2023 à Barcelone. Le salon SCEWC est dédié aux villes intelligentes.
2025-01-02 13:35:57,077 - INFO -  mispelled: ['SCEWC'] in Entreprises wallonnes présentes au Smart City Expo World Congress (SCEWC) du 05 au 07 novembre 2024 à Barcelone. Le salon SCEWC est dédié aux villes intelligentes.
2025-01-02 13:35:57,085 - INFO -  mispelled: ['XR', 'SIDO'] in Entreprises wallonnes présentes au SIDO du 14 au 15 septembre 2022 à Lyon. Le SIDO est un salon international dédié à l’internet des objets, à la robotique, à l’IA et l’XR.
2025-01-02 13:35:57,118 - INFO -  mispelled: ['Odoo'] in Startups sélectionnées pour le Startup Village dans le cadre de l'Odoo Expérience 2024 du 02 au 04 octobre à  Bruxelles Expo.
2025-01-02 13:35:57,145 - INFO -  mispelled: ['SXSW'] in Entreprises wallonnes présentes au SXSW 2018 du 9 au 18 mars 2018 à Austin. Le festival South by Southwest est le festival international d'art et d'innovation technologiques le plus important en Amérique du Nord.
2025-01-02 13:35:57,161 - INFO -  mispelled: ['SXSW'] in Entreprises wallonnes présentes au SXSW 2019 du 8 au 17 mars 2019 à Austin. Le festival South by Southwest est le festival international d’art et d’innovation technologiques le plus important en Amérique du Nord.
2025-01-02 13:35:57,174 - INFO -  mispelled: ['SXSW'] in Entreprises wallonnes présentes au SXSW 2020 du 13 au 22 mars 2020 à Austin. Le festival South by Southwest est le festival international d'art et d'innovation technologiques le plus important en Amérique du Nord.
2025-01-02 13:35:57,182 - INFO -  mispelled: ['SXSW'] in Entreprises wallonnes présentes au SXSW 2022 du 11 au 20 mars 2022 à Austin. Le festival South by Southwest est le festival international d'art et d'innovation technologiques le plus important en Amérique du Nord.
2025-01-02 13:35:57,198 - INFO -  mispelled: ['AWEX', 'WBI', 'SXSW'] in Entités wallonnes participants à la mission AWEX-WBI, organisé dans le cadre du SXSW 2023. Le festival South by Southwest est le festival international d'art et d'innovation technologiques le plus important en Amérique du Nord.
2025-01-02 13:35:57,221 - INFO -  mispelled: ['AWEX', 'WBI', '..', 'SXSW'] in Entités wallonnes participants à la mission AWEX-WBI, organisé dans le cadre du SXSW 2024 qui aura lieu du 9 au 16 mars 2024.. Le festival South by Southwest est le festival international d'art et d'innovation technologiques le plus important en Amérique du Nord.
2025-01-02 13:35:57,234 - INFO -  mispelled: ['Vivatech'] in Le Village Francophone est un point de convergence entre délégations, startups, investisseurs et décideurs pendant les grands évènements internationaux de 2021 (CES Las Vegas, Vivatech Paris, Smart City Expo WC Barcelona, ...).
2025-01-02 13:35:57,319 - INFO -  mispelled: ['WAICF'] in Entreprises wallonnes participant au World AI Cannes Festival 2024 qui aura lieu du 08 au 10 février 2024. LE WAICF est le premier rendez-vous mondial dédié exclusivement à l’IA, aux leaders de la tech qui y innovent et aux enjeux économiques, humains et sociétaux qui impacteront nos vies dans un avenir proche.
2025-01-02 13:35:57,390 - INFO -  mispelled: ['Attraxion'] in Programme d’accélération de 20 semaines, organisé par Digital Attraxion, à destination de startups qui visent le marché européen. Edition 2020 destinées aux startups actives dans la transformation digitale des médias.
2025-01-02 13:35:57,398 - INFO -  mispelled: ['Attraxion'] in Programme d’accélération de 6 mois, organisé par Digital Attraxion, à destination de startups qui visent la transformation digitale du secteur de la santé.
2025-01-02 13:35:57,398 - INFO -  mispelled: ['Attraxion'] in Programme d’accélération organisé par Digital Attraxion, à destination de startups qui visent la transformation digitale du secteur de la santé.
2025-01-02 13:35:57,417 - INFO -  mispelled: ['Wallonia'] in Entreprises hébergées par NEST'up. NEST'up est un programme d'accélération de startups initié par Creative Wallonia Engine.
2025-01-02 13:35:57,431 - INFO -  mispelled: ['UCLouvain', 'Ecosytems', 'PaDEL', 'Fucam'] in Projet pilote d’accompagnement individualisé pour 15 PME dans leur transformation digitale durant 12 mois mis en place par le laboratoire PaDEL (People and Digital Ecosytems Lab) de l’UCLouvain Fucam Mons.
2025-01-02 13:35:57,469 - INFO -  mispelled: ['KBC', 'Noshaq', 'CBC', 'Sowalfin'] in Start it@CBC est le fruit d'une collaboration entre CBC (le pendant francophone de KBC), le Groupe Sowalfin (structure wallonne qui facilite l'accès au financement des entrepreneurs wallons) et le fonds d'investissement liégeois Noshaq.
2025-01-02 13:35:57,469 - INFO -  mispelled: ['MusicTech', 'LeanSquare'] in Organisé par LeanSquare, ce programme vise à soutenir les startups internationales de la MusicTech les plus prometteuses pour les aider à mieux comprendre comment fonctionnent l'industrie musicale et le monde du capital à risque.
2025-01-02 13:35:57,484 - INFO -  mispelled: ['esports', '+', 'LeanSquare', 'Esports'] in Organisé par LeanSquare, ce programme de 10 semaines vise à soutenir les startups internationales Sports/Esports/Gaming +TECH les plus prometteuses pour les aider à mieux comprendre comment fonctionnent les industries du sport/esports/gaming et le monde du capital à risque.
2025-01-02 13:35:57,506 - INFO -  mispelled: ['Wallonia'] in Personnes de contact faisant partie de l'équipe d'accompagnement pour le programme Made Different Digital Wallonia.
2025-01-02 13:35:57,514 - INFO -  mispelled: ['Agoria'] in Entreprises du secteur du numérique affiliées et événements Agoria. Agoria est la fédération des entreprises de l'industrie technologique.
2025-01-02 13:35:57,522 - INFO -  mispelled: ['AWEX'] in Entreprises clientes et événements de l’AWEX. L'Agence wallonne à l'Exportation et aux Investissements étrangers (AWEX) soutient l'exportation et l'investissement de l'étranger en Wallonie.
2025-01-02 13:35:57,530 - INFO -  mispelled: ['BeCommerce'] in E-commerçants wallons affiliés et événements liés à BeCommerce.  BeCommerce est l'association belge des entreprises actives dans la vente à distance.
2025-01-02 13:35:57,555 - INFO -  mispelled: ['CfDTN', 'CIO', 'ADSIF'] in Membre du Cercle du Numérique. Le CfDTN, Cercle francophone des Décideurs des Technologies du Numérique aussi connu sous le nom Cercle du numérique est le fruit de la fusion entre d'ADSIF et le CIO-Club. Le Cercle du Numérique occupe un positionnement original et répondant à un besoin réel des décideurs informatiques. L'un des objectifs du CfDTN est de faire partager l'expérience de ses membres avec les jeunes et futurs CIO car ceux-ci sont impliqués dans tous les processus de l'organisation.
2025-01-02 13:35:57,567 - INFO -  mispelled: ['CRAs'] in TRAIL comprend plus d'une cinquantaine de chercheurs supervisés par plus de 50 professeurs de 5 universités francophones belges ainsi que des chercheurs de 4 CRAs. Ils sont unis par une ferme volonté de développer une intelligence artificielle de confiance à un niveau d’excellence internationale.  Les chercheurs TRAIL échangeront lors de séminaires dédiés, bénéficieront d’un accès privilégié aux workshops TRAIL et seront encouragés à collaborer sur des projets de recherche ou des compétitions internationales.
2025-01-02 13:35:57,588 - INFO -  mispelled: ['Eco'] in Entreprises affiliées et événements du Cluster Eco-Construction.
2025-01-02 13:35:57,595 - INFO -  mispelled: ['EquisFair'] in Entreprises affiliées et événements du Cluster EquisFair, Cluster de la filière équestre en Wallonie.
2025-01-02 13:35:57,604 - INFO -  mispelled: ['H2O'] in Entreprises affiliées et événements du Cluster H2O, réseau d'entreprises wallonnes du secteur de l'eau.
2025-01-02 13:35:57,612 - INFO -  mispelled: ['Plastiwin'] in Entreprises affiliées et événements du Cluster Plastiwin. Plastiwin est le Réseau d'entreprises couvrant l'entièreté de la chaîne de valeurs de la plasturgie.
2025-01-02 13:35:57,646 - INFO -  mispelled: ['Wallonia'] in Membres du Conseil du Numérique. Le Conseil du Numérique assure, en étroite collaboration avec l'Agence du Numérique, le pilotage de la mise en œuvre de la la stratégie numérique Digital Wallonia.
2025-01-02 13:35:57,652 - INFO -  mispelled: ['NWOW', 'coworking', 'Coworking', 'Wallonia'] in Centres de coworking labellisés Coworking Digital Wallonia. Coworking Digital Wallonia est le projet mis en place dans le cadre de la stratégie numérique pour développer l’offre de coworking sur le territoire de la Wallonie et encourager les nouvelles formes de travail (NWOW). Après les principales villes wallonnes, les zones rurales bénéficient elles aussi d’un réseau de centres de coworking labellisés.
2025-01-02 13:35:57,667 - INFO -  mispelled: ['Wallonia'] in Projets, initiatives et événements soutenus par Creative Wallonia. Creative Wallonia est le programme cadre de soutien de la Wallonie au développement de la créativité et de l’innovation.
2025-01-02 13:35:57,667 - INFO -  mispelled: ['DigiCoop'] in Acteurs membres du réseau DigiCoop. DigiCoop est un réseau qui rassemble des acteurs du numérique au service des entreprises de l'économie sociale, proposant une alternative au modèle économique plus conventionnel.
2025-01-02 13:35:57,691 - INFO -  mispelled: ['Wallonia'] in Les Digital Wallonia Champions sont les représentants officiels de la dynamique Digital Wallonia. Ils assurent 3 missions : promouvoir le numérique, diffuser les actions de Digital Wallonia et proposer des idées pour le développement numérique de la Wallonie.
2025-01-02 13:35:57,705 - INFO -  mispelled: ['Wallonia'] in Communes wallonnes inscrites sur la plateforme Digital Wallonia Connect. La plateforme DW Connect a été mise en place afin de permettre aux mandataires locaux wallons de signaler des problèmes de connectivité fixe et/ou mobile sur leur territoire. Grâce à Digital Wallonia Connect, la Région wallonne dispose enfin d’un tableau de bord des problèmes de connectivité sur le territoire.
2025-01-02 13:35:57,705 - INFO -  mispelled: ['AWEX'] in Points de contact, mis en place en collaboration avec l'AWEX, pour offrir aux startups et entreprises wallonnes du secteur du numérique, un soutien à l'international.
2025-01-02 13:35:57,728 - INFO -  mispelled: ['Embuild'] in Entreprises de la construction affiliées et événements Embuild. Embuild est l'association des entreprises du secteur de la construction.
2025-01-02 13:35:57,736 - INFO -  mispelled: ['5G'] in Groupe d'experts pluridisciplinaire mandatés par la Région Wallonne pour faire une évaluation préalable au déploiement de la future 5G. L’Agence du Numérique en assurera le secrétariat.
2025-01-02 13:35:57,745 - INFO -  mispelled: ['FeWeb', 'Feweb'] in Entreprises du secteur du numérique affiliées et événements de la FeWeb. La Feweb est la fédération des métiers du Web.
2025-01-02 13:35:57,754 - INFO -  mispelled: ['Wallonia'] in Organisations membres du comité de gouvernance de la Plateforme Digital Wallonia.
2025-01-02 13:35:57,774 - INFO -  mispelled: ['INFOPOLE', 'Infopôle'] in Entreprises du secteur du numérique affiliées et événements de l'Infopôle Cluster TIC. L'INFOPOLE Cluster TIC est le réseau des entreprises wallonnes du secteur des technologies de l’information et de la communication.
2025-01-02 13:35:57,792 - INFO -  mispelled: ['Wallonia'] in Living Labs wallons soutenus par Creative Wallonia. Ces Living Labs partagent une vision et poursuivent des missions de développement économique, social et sociétal en intégrant l'usager au cœur du processus d'innovation.
2025-01-02 13:35:57,806 - INFO -  mispelled: ['Wallonia'] in Organisations, initiatives et événements, publics et privés, contribuant à la mise en œuvre de la stratégie Digital Wallonia.
2025-01-02 13:35:57,812 - INFO -  mispelled: ['DigitalWallonia4'] in Organisations, publiques et privées, associées au programme DigitalWallonia4.ai.
2025-01-02 13:35:57,812 - INFO -  mispelled: ['IdF'] in Partenaire IdF
2025-01-02 13:35:57,828 - INFO -  mispelled: ['Wallonia'] in Organisations, initiatives et événements associés au programme Made Different Digital Wallonia.
2025-01-02 13:35:57,836 - INFO -  mispelled: ['Wallonia', 'backoffice'] in Acteur ou initiative bénéficiant de l'accès à la Plateforme Digital Wallonia  (accès au backoffice ou API en lecture).
2025-01-02 13:35:57,845 - INFO -  mispelled: ['WalHub', 'EDIH'] in Organisations, publiques et privées, associées au EDIH (European Digital Hub) WalHub.
2025-01-02 13:35:57,845 - INFO -  mispelled: ['BioWin'] in Entreprises affiliées, événements et projets de recherche du pôle de compétitivité BioWin. BioWin est le Pôle de compétitivité wallon pour les domaines des biotechnologies et de la santé.
2025-01-02 13:35:57,860 - INFO -  mispelled: ['GreenWin'] in Entreprises affiliées, événements et projets de recherche du pôle de compétitivité GreenWin. GreenWin est le Pôle de compétitivité wallon de l'ingénierie chimique et des matériaux durables.
2025-01-02 13:35:57,875 - INFO -  mispelled: ['Wallonia'] in Entreprises affiliées, événements et projets de recherche du pôle de compétitivité Logistics in Wallonia. Logistics in Wallonia est le Pôle de compétitivité wallon pour le secteur du Transport, de la Logistique et de la Mobilité.
2025-01-02 13:35:57,875 - INFO -  mispelled: ['MecaTech'] in Entreprises affiliées, événements et projets de recherche du pôle de compétitivité MecaTech. MecaTech est le Pôle de compétitivité wallon de l'ingénierie mécanique.
2025-01-02 13:35:57,894 - INFO -  mispelled: ['Skywin'] in Entreprises affiliées, événements et projets de recherche du pôle de compétitivité Skywin Wallonie. Skywin Wallonie est le Pôle de compétitivité wallon du secteur aéronautique et spatial.
2025-01-02 13:35:57,905 - INFO -  mispelled: ['Wagralim', 'agro'] in Entreprises affiliées, événements et projets de recherche du pôle de compétitivité Wagralim. Wagralim est le Pôle de compétitivité wallon dédié à l'agro-industrie.
2025-01-02 13:35:57,923 - INFO -  mispelled: ['Wallonia'] in Membres du Pool d’experts Digital 4 Circular Wallonia. Ce pool est constitué dans le cadre du projet Digital 4 Circular Wallonia, qui vise à capitaliser sur les technologies numériques pour accélérer le déploiement de l’économie circulaire. Les experts initient les entreprises aux opportunités circulaires et numériques, et les accompagnent dans la mise en place de projets en économie circulaire grâce aux technologies numériques.
2025-01-02 13:35:57,932 - INFO -  mispelled: ['DigitalWallonia4', 'Wallonia'] in Membres du Pool d'Experts IA de Digital Wallonia. Ce Pool d'Experts IA est constitué dans le cadre de l'action Start IA du projet DigitalWallonia4.ai, afin d'accompagner les entreprises dans leur appropriation de l'IA.
2025-01-02 13:35:57,948 - INFO -  mispelled: ['Wallonia', 'SPW'] in Organisme identifié pour son expertise et sa capacité à prendre en charge des missions directement liées aux ambitions et programmes structurants de la stratégie numérique Digital Wallonia. Ces missions sont définies au travers d'un contrat d'objectifs avec l'Agence du Numérique et le SPW.
2025-01-02 13:35:57,972 - INFO -  mispelled: ['ReWallonia', 'rewallonia'] in Acteurs du secteur des énergies renouvelables et de l'efficacité énergétique référencés sur le portail ReWallonia (www.rewallonia.be). Initiative du Cluster TWEED, le portail ReWallonia rassemble tous les acteurs technologiques du secteur des énergies renouvelables en Wallonie et à Bruxelles.
2025-01-02 13:35:58,004 - INFO -  mispelled: ['Adisif', 'synHERA'] in Hautes écoles membres du réseau synHERA (ex-Adisif). Le réseau synHERA est une interface de promotion et de collaboration entre Hautes écoles et leurs partenaires extérieurs centrées sur les nouvelles technologies.
